"","id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_act_il","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_act_il","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount","debt_settlement_flag","debt_settlement_flag_date","settlement_status","settlement_date","settlement_amount","settlement_percentage","settlement_term"
"137688","",NA,10000,10000,10000," 36 months","  7.89%",312.86,"A","A5","newspaper mailer","10+ years","RENT",101000,"Source Verified","Sep-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","115xx","NY",11.44,0,"Mar-1993",0,NA,NA,7,0,26121,"31.7%",17,"w",0,0,11242.6527687534,11242.65,10000,1242.65,0,0,0,"Jun-2018",1239.9,"","Jul-2018",0,NA,1,"Individual",NA,NA,"",0,0,34551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82500,NA,NA,NA,3,4936,56379,31.7,0,0,166,270,2,2,4,2,NA,10,NA,0,3,3,5,7,6,5,7,3,7,0,0,0,3,100,0,0,0,100048,34551,82500,17548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"370767","",NA,4250,4250,4250," 36 months"," 19.52%",156.91,"E","E3","Sales","5 years","MORTGAGE",53500,"Source Verified","Feb-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","746xx","OK",3.59,0,"Feb-2008",2,NA,80,10,1,3575,"53.4%",12,"f",0,0,4843.75,4843.75,4250,593.75,0,0,0,"Nov-2015",3593.08,"","Dec-2017",0,NA,1,"Individual",NA,NA,"",0,0,50751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6700,NA,NA,NA,9,5639,1809,60.7,0,0,84,34,4,4,1,4,NA,1,NA,0,4,6,5,5,2,9,9,6,10,0,0,0,2,100,60,0,0,55794,3575,4600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"47518","",NA,9350,9350,9325," 36 months"," 17.86%",337.37,"D","D5","Quality Control ","2 years","MORTGAGE",26000,"Verified","Dec-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","731xx","OK",22.71,0,"Dec-2007",1,51,NA,9,0,11177,"83.4%",18,"f",0,0,11396.9376682731,11366.46,9350,2046.94,0,0,0,"Jun-2017",5680.2,"","May-2019",0,51,1,"Individual",NA,NA,"",0,0,99479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13400,NA,NA,NA,5,11053,1404,86.8,0,0,95,95,5,5,1,5,NA,6,NA,1,5,6,5,6,9,6,7,6,9,0,0,0,3,94.4,80,0,0,112115,18805,10600,13715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"24333","",NA,15000,15000,15000," 60 months"," 13.18%",342.68,"C","C3","Physical Therapy Assistant","5 years","MORTGAGE",60000,"Source Verified","Dec-2015","Current","n",NA,"","debt_consolidation","Debt consolidation","672xx","KS",31.89,2,"Apr-1994",0,12,NA,22,0,18800,"40.6%",42,"f",5847.61,5847.61,14040.68,14040.68,9152.39,4888.29,0,0,0,"May-2019",342.68,"Jun-2019","May-2019",0,48,1,"Individual",NA,NA,"",0,0,133091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46300,NA,NA,NA,9,6338,10314,60.2,0,0,128,260,5,5,3,16,48,4,12,1,7,10,8,11,11,18,28,10,22,0,0,0,2,87.8,14.3,0,0,177267,61498,25900,56588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"228774","",NA,16800,16800,16775," 36 months","  5.32%",505.93,"A","A1","Director","< 1 year","MORTGAGE",185000,"Source Verified","Jul-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","460xx","IN",12.36,0,"Sep-2003",0,NA,NA,30,0,19369,"8.4%",68,"f",0,0,18179.0403525226,18151.99,16800,1379.04,0,0,0,"Feb-2018",3011.07,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,268475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229600,NA,NA,NA,13,10326,186836,8.9,0,0,141,141,6,6,6,6,NA,9,NA,0,6,9,14,32,8,24,54,9,30,0,0,0,4,100,0,0,0,522613,60814,205100,70663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"174050","",NA,8650,8650,8650," 36 months"," 16.55%",306.47,"D","D2","","n/a","MORTGAGE",65000,"Source Verified","Aug-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","604xx","IL",21.36,8,"Sep-1995",1,NA,27,9,2,8343,"77%",41,"w",0,0,11024.61599764,11024.62,8650,2374.62,0,0,0,"Aug-2018",306.12,"","Aug-2018",0,23,1,"Individual",NA,NA,"",0,0,45399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10800,NA,NA,NA,9,5044,2400,88,0,0,149,239,3,3,10,3,NA,3,NA,0,3,7,8,9,10,7,24,6,9,NA,0,8,7,76,66.7,2,0,52487,45399,7200,41687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"183322","",NA,10825,10825,10825," 60 months"," 19.19%",281.94,"E","E3","Driver","10+ years","RENT",54000,"Source Verified","Aug-2015","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","104xx","NY",29.47,0,"Nov-2002",0,NA,NA,19,0,18291,"44.6%",29,"w",0,0,540.8,540.8,219.4,321.4,0,0,0,"Oct-2015",281.94,"","Feb-2017",0,NA,1,"Individual",NA,NA,"",0,1391,43628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41000,NA,NA,NA,6,2424,10490,61.1,0,0,98,152,8,8,0,12,NA,8,NA,0,7,10,10,15,4,17,25,10,19,0,0,0,3,100,77.8,0,0,71294,43628,27000,30294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"328879","",NA,14000,14000,14000," 60 months"," 12.29%",313.48,"C","C1","Agent","2 years","RENT",45000,"Source Verified","Apr-2015","Charged Off","n",NA,"","home_improvement","Home improvement","467xx","IN",31.07,1,"Dec-2008",0,21,8,10,1,2225,"33.2%",13,"w",0,0,4369.6,4369.6,2546.56,1823.04,0,0,0,"Jun-2016",313.48,"","Feb-2017",0,NA,1,"Individual",NA,NA,"",0,0,43505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6700,NA,NA,NA,4,4351,313,47.8,0,0,75,48,37,14,0,40,NA,0,21,0,1,4,1,1,9,4,4,4,10,0,0,0,0,92.3,0,0,1,62229,43505,600,55529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"161908","",NA,28000,28000,28000," 60 months"," 14.65%",660.99,"C","C5","Teacher","10+ years","MORTGAGE",130000,"Not Verified","Aug-2015","Current","n",NA,"","debt_consolidation","Debt consolidation","105xx","NY",13.12,1,"May-1986",1,11,NA,10,0,10916,"81.5%",28,"w",9009.61,9009.61,29698.97,29698.97,18990.39,10708.58,0,0,0,"May-2019",660.99,"Jun-2019","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,301346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13400,NA,NA,NA,2,33483,403,95.3,0,0,135,178,12,8,3,12,58,2,11,0,3,5,3,9,5,7,19,5,10,0,0,0,2,82.1,100,0,0,348399,46292,8500,18606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"271483","",NA,30000,30000,30000," 60 months"," 13.33%",687.68,"C","C3","legal consultant","10+ years","MORTGAGE",90000,"Verified","May-2015","Fully Paid","n",NA,"","home_improvement","Home improvement","335xx","FL",21.88,0,"Apr-2002",0,NA,NA,10,0,5318,"12.8%",24,"w",0,0,32358.37,32358.37,30000,2358.37,0,0,0,"Dec-2015",28254.51,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,471938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41600,NA,NA,NA,5,47194,13782,27.8,0,0,145,157,5,5,3,84,NA,NA,NA,0,2,2,2,2,12,6,9,2,10,0,0,0,4,100,0,0,0,545425,51777,19100,61325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"255591","",NA,35000,35000,35000," 60 months"," 18.25%",817.65,"E","E1","Network Administrator","2 years","MORTGAGE",92000,"Verified","Jun-2015","Current","n",NA,"","credit_card","Credit card refinancing","325xx","FL",16.94,0,"Nov-2002",0,NA,NA,10,0,48852,"86%",24,"w",9506.8,9506.8,39515.69,39515.69,25493.2,14022.49,0,0,0,"May-2019",817.65,"Jun-2019","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,173813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56800,NA,NA,NA,4,17381,6746,87.8,0,0,151,117,2,2,2,2,NA,NA,NA,0,7,8,7,11,10,8,12,8,10,0,0,0,3,100,85.7,0,0,189918,56593,55400,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"140487","",NA,5000,5000,5000," 36 months"," 11.53%",164.96,"B","B5","IT Manager","4 years","RENT",71000,"Verified","Sep-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","902xx","CA",25.15,0,"Feb-2011",2,NA,NA,16,0,3240,"16.3%",23,"w",0,0,5721.4669988712,5721.47,5000,721.47,0,0,0,"Apr-2017",2755.39,"","Oct-2018",0,NA,1,"Individual",NA,NA,"",0,0,30989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19900,NA,NA,NA,12,1937,11029,13.8,0,0,31,55,1,1,0,1,NA,0,NA,0,5,9,8,13,3,14,20,9,16,0,0,0,3,100,0,0,0,58960,30989,12800,39060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"36368","",NA,8000,8000,8000," 36 months"," 14.48%",275.29,"C","C5","state trooper ","1 year","MORTGAGE",46000,"Verified","Dec-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","197xx","DE",28.49,0,"Sep-2009",1,NA,NA,8,0,9870,"62.1%",13,"w",0,0,9582.6722835674,9582.67,8000,1582.67,0,0,0,"Oct-2017",4066.78,"","Dec-2018",0,NA,1,"Individual",NA,NA,"",0,0,59389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15900,NA,NA,NA,6,7424,90,99,0,0,74,63,13,5,0,13,NA,0,NA,0,4,5,4,4,5,6,8,5,8,0,0,0,3,100,100,0,0,68972,59389,9400,53072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"87799","",NA,14400,14400,14400," 36 months","  8.18%",452.45,"B","B1","underwriter","6 years","MORTGAGE",80000,"Source Verified","Oct-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","857xx","AZ",13.73,0,"Jul-2000",1,NA,73,13,1,11738,"49.3%",28,"w",0,0,15727.7416383747,15727.74,14400,1327.74,0,0,0,"Mar-2017",8495.08,"","Jan-2019",0,NA,1,"Individual",NA,NA,"",0,0,152628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23800,NA,NA,NA,8,12719,8923,48.1,0,0,130,183,1,1,4,4,NA,1,NA,0,3,6,5,10,5,11,18,6,13,0,0,0,4,100,40,1,0,173025,45271,17200,36725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"92996","",NA,16000,16000,16000," 60 months"," 14.65%",377.71,"C","C5","Audit Manager","8 years","RENT",80000,"Verified","Oct-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","441xx","OH",21.66,0,"Sep-2003",4,74,NA,21,0,8536,"82.1%",52,"w",0,0,19264.76952863,19264.77,16000,3264.77,0,0,0,"Apr-2017",12856.72,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,4058,30713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10400,NA,NA,NA,17,1463,1279,84.4,0,0,145,144,6,4,0,7,NA,4,NA,0,10,13,10,11,37,13,15,13,21,0,0,0,11,100,60,0,0,64395,30713,8200,53995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"157470","",NA,22000,22000,22000," 60 months"," 11.53%",484.17,"B","B5","Senior Account Manager","2 years","MORTGAGE",84000,"Not Verified","Aug-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","234xx","VA",15.36,4,"Mar-2002",0,7,NA,18,0,20986,"42.7%",43,"w",0,0,24295.56,24295.56,22000,2295.56,0,0,0,"Jul-2016",19467.95,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,213871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49100,NA,NA,NA,6,13367,11568,33.1,0,0,119,161,13,13,5,13,8,NA,7,0,5,6,7,11,16,13,22,6,18,0,0,0,0,88.4,28.6,0,0,311435,45243,17300,40835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"200154","",NA,13500,13500,13500," 36 months","  6.89%",416.17,"A","A3","RN","2 years","MORTGAGE",50000,"Not Verified","Jul-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","761xx","TX",24.8,0,"Jun-2003",0,NA,NA,12,0,14353,"37.7%",33,"w",0,0,14119.45,14119.45,13500,619.45,0,0,0,"Mar-2016",11211.43,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,207847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38100,NA,NA,NA,4,18895,22822,34,0,0,145,145,20,7,1,21,NA,3,NA,0,2,3,6,8,15,8,17,3,12,0,0,0,2,100,33.3,0,0,238197,75735,34600,66622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"281717","",NA,6000,6000,6000," 36 months"," 13.33%",203.12,"C","C3","Warehouse Manager","10+ years","RENT",55000,"Source Verified","May-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","199xx","DE",17.39,0,"Aug-2003",1,NA,NA,6,0,6625,"54.8%",14,"f",0,0,7284.0655653138,7284.07,6000,1284.07,0,0,0,"Jan-2018",627.17,"","Nov-2018",0,NA,1,"Individual",NA,NA,"",0,629,27766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12100,NA,NA,NA,1,4628,5475,54.8,0,0,134,141,10,10,0,10,NA,1,NA,0,5,5,5,7,7,5,7,5,6,0,0,0,1,100,40,0,0,40685,27766,12100,28585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"110606","",NA,14750,14750,14750," 60 months","  9.17%",307.41,"B","B2","sawfiler","4 years","RENT",74000,"Not Verified","Oct-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","648xx","MO",24.66,0,"Oct-1984",0,NA,NA,7,0,12635,"21%",13,"f",0,0,16812.9893859798,16812.99,14750,2062.99,0,0,0,"Jul-2017",10672.3,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,36699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60100,NA,NA,NA,2,6117,32465,28,0,0,15,371,20,15,0,20,NA,NA,NA,0,4,4,4,8,1,6,12,4,7,0,0,0,0,100,0,0,0,95100,36699,45100,35000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"89084","",NA,4500,4500,4500," 36 months"," 12.69%",150.96,"C","C2","","n/a","OWN",23000,"Verified","Oct-2015","Charged Off","n",NA,"","major_purchase","Major purchase","182xx","PA",21.87,0,"Jun-1998",0,NA,NA,6,0,17060,"71.4%",8,"w",0,0,3053.11,3053.11,1994.34,722.72,0,336.05,60.489,"Jun-2017",150.96,"","Oct-2017",0,NA,1,"Individual",NA,NA,"",0,0,17060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23900,NA,NA,NA,2,2843,5869,72.8,0,0,NA,208,0,0,0,0,NA,NA,NA,0,4,5,5,5,0,6,8,5,6,0,0,0,1,100,40,0,0,23900,17060,21600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"3354","",NA,20000,20000,20000," 60 months"," 19.48%",524.11,"E","E2","System Developer","2 years","RENT",68400,"Source Verified","Dec-2015","Fully Paid","n",NA,"","other","Other","223xx","VA",22.71,0,"Apr-2004",4,28,NA,19,0,9823,"28.6%",43,"w",0,0,25877.1170490027,25877.12,20000,5877.12,0,0,0,"Sep-2017",15940.67,"","Mar-2019",0,42,1,"Individual",NA,NA,"",0,0,61662,4,11,3,5,3,51839,93,4,6,1982,69,34300,5,0,9,11,3245,18983,33.4,0,0,140,129,2,2,0,2,28,0,28,2,6,7,6,12,22,8,19,7,19,0,0,0,7,81.4,0,0,0,89910,61662,28500,55610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"267294","",NA,13800,13800,13800," 60 months"," 12.29%",309,"C","C1","","n/a","MORTGAGE",48288,"Verified","Jun-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","347xx","FL",29.72,0,"Mar-1994",1,47,NA,7,0,19439,"51.2%",20,"w",0,0,17615.901834828,17615.9,13800,3815.9,0,0,0,"May-2018",7119.32,"","May-2019",0,47,1,"Individual",NA,NA,"",0,0,119548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38000,NA,NA,NA,2,19925,18561,51.2,0,0,163,254,29,13,2,29,NA,0,NA,1,3,3,3,5,10,4,8,3,7,0,0,0,0,95,0,0,0,153551,47573,38000,37000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"302957","",NA,8725,8725,8725," 36 months"," 13.99%",298.16,"C","C4","Sr. Director, Game Analytics","3 years","MORTGAGE",296257,"Verified","Apr-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","913xx","CA",0.16,0,"Aug-2010",0,NA,56,2,3,449,"16.6%",5,"f",0,0,10728.1250574176,10728.13,8725,2003.13,0,0,0,"Jun-2018",1.15,"","May-2018",0,NA,1,"Individual",NA,NA,"",0,0,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,NA,NA,NA,2,225,2251,16.6,0,0,NA,56,43,12,2,43,NA,3,NA,0,1,1,2,3,0,2,3,1,2,0,0,0,2,100,0,0,0,2700,449,2700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"341843","",NA,11000,11000,11000," 36 months","  8.18%",345.62,"B","B1","Firefighter","10+ years","MORTGAGE",80000,"Not Verified","Mar-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","853xx","AZ",21.57,0,"Jun-1996",0,42,NA,12,0,11711,"62.3%",34,"f",0,0,11572.44,11572.44,11000,572.44,0,0,0,"Nov-2015",9158.1,"","May-2019",0,42,1,"Individual",NA,NA,"",0,0,266427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18800,NA,NA,NA,5,22202,1011,89.6,0,0,151,225,13,10,5,13,66,11,42,4,3,6,3,8,6,9,23,6,12,0,0,0,1,88.2,100,0,0,299464,62046,9700,74264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"303813","",NA,21000,21000,21000," 60 months"," 16.99%",521.8,"D","D3","operator","3 years","MORTGAGE",120000,"Source Verified","May-2015","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","463xx","IN",10.88,0,"Nov-2001",1,NA,95,8,1,6229,"73.3%",19,"f",0,0,6809.99,6809.99,1154.61,1414.75,0,4240.63,763.3134000042,"Oct-2015",521.8,"","Oct-2016",0,NA,1,"Individual",NA,NA,"",0,447,126078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8500,NA,NA,NA,4,18011,927,85.7,0,0,62,161,25,15,2,28,NA,1,NA,0,2,3,2,4,11,4,6,3,8,0,0,0,0,100,100,1,0,168564,25998,6500,32379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"169329","",NA,20000,20000,20000," 36 months"," 13.33%",677.07,"C","C3","Sales Rpe","2 years","MORTGAGE",58000,"Not Verified","Aug-2015","Charged Off","n",NA,"","credit_card","Credit card refinancing","338xx","FL",26.27,0,"Aug-1997",3,NA,NA,14,0,26964,"51.6%",25,"f",0,0,11584.66,11584.66,7917.44,2886.06,0,781.16,140.6088,"Dec-2016",677.07,"","Oct-2018",0,NA,1,"Individual",NA,NA,"",0,1289,180668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52300,NA,NA,NA,4,12905,16588,54.6,0,0,107,121,2,2,4,10,NA,2,NA,0,5,7,7,7,3,12,18,7,14,0,0,0,4,100,28.6,0,0,249541,51364,36500,35016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"334954","",NA,12000,12000,12000," 36 months","  6.68%",368.78,"A","A3","JROTC Instructor","6 years","MORTGAGE",94485,"Source Verified","Apr-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","773xx","TX",30.94,0,"Jul-1993",0,NA,NA,11,0,35257,"95%",23,"w",0,0,13271.311272686,13271.31,12000,1271.31,0,0,0,"Apr-2018",368.46,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,260121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37100,NA,NA,NA,5,23647,1843,95,0,0,166,260,8,8,2,8,NA,23,NA,0,4,4,4,7,11,4,9,4,11,0,0,0,1,100,100,0,0,318395,78620,37100,85782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"378587","",NA,24550,24550,24550," 36 months"," 15.99%",862.99,"D","D2","Teacher","7 years","RENT",76907,"Verified","Feb-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","925xx","CA",32.87,0,"May-1997",0,40,NA,12,0,9727,"84.6%",41,"f",0,0,27185.34,27185.34,24550,2635.34,0,0,0,"Nov-2015",20325.04,"","Jan-2016",0,40,1,"Individual",NA,NA,"",0,0,235846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11500,NA,NA,NA,12,19654,420,95.3,0,0,213,89,6,3,3,9,NA,7,40,2,3,6,3,6,27,7,11,6,12,0,0,0,8,94.7,100,0,0,216329,235846,9000,204829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"78138","",NA,15600,15600,15600," 60 months"," 26.77%",474.21,"G","G1","","n/a","OWN",57384,"Verified","Nov-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","347xx","FL",21.71,2,"Jun-1994",1,6,NA,20,0,14825,"34.9%",44,"f",0,0,17796.2500001303,17796.25,15600,2196.25,0,0,0,"May-2016",15471.6,"","May-2016",0,6,1,"Individual",NA,NA,"",0,0,346088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42500,NA,NA,NA,4,18215,13963,50.1,0,24819,120,256,7,7,6,19,NA,0,NA,3,6,10,10,18,8,17,30,10,19,0,0,2,2,93.2,10,0,0,462198,45497,28000,32590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
